Start,Stop,Reset,'FACTORY I/O (Running)','FACTORY I/O (Paused)','FACTORY I/O (Reset)','Level meter','Flow meter',Setpoint,'FACTORY I/O (Time Scale)','Start light','Stop light','Reset light','FACTORY I/O (Run)','FACTORY I/O (Pause)','FACTORY I/O (Reset1)','Fill valve','Discharge valve',SP,PV,'FACTORY I/O (Camera Position)',millis,attack
0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2139,0
0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2154,0
0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2169,0
0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2187,0
0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2200,0
0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2218,0
0,1,0,1,0,0,0,0,0.265968,1,0,0,0,1,0,0,2.659675,0,7,0,0,2231,0
0,1,0,1,0,0,0,0,0.265968,1,0,0,0,1,0,0,2.659675,0,7,0,0,2247,0
0,1,0,1,0,0,0,0,0.543347,1,0,0,0,1,0,0,5.433468,0,16,0,0,2261,0
0,1,0,1,0,0,0,0,1.009356,1,0,0,0,1,0,0,10,0,30,0,0,2277,0
0,1,0,1,0,0,0,0,1.264725,1,0,0,0,1,0,0,10,0,37,0,0,2292,0
0,1,0,1,0,0,0,0,1.528373,1,0,0,0,1,0,0,10,0,45,0,0,2309,0
0,1,0,1,0,0,0,0,1.528373,1,0,0,0,1,0,0,10,0,45,0,0,2326,0
0,1,0,1,0,0,0,0,1.776029,1,0,0,0,1,0,0,10,0,53,0,0,2340,0
0,1,0,1,0,0,0,0,1.865934,1,0,0,0,1,0,0,10,0,55,0,0,2355,0
0,1,0,1,0,0,0,0,2.081279,1,0,0,0,1,0,0,10,0,62,0,0,2370,0
0,1,0,1,0,0,0,0,2.081279,1,0,0,0,1,0,0,10,0,62,0,0,2387,0
0,1,0,1,0,0,0,0,2.081279,1,0,0,0,1,0,0,10,0,62,0,0,2402,0
0,1,0,1,0,0,0,0,2.138001,1,0,0,0,1,0,0,10,0,64,0,0,2417,0
0,1,0,1,0,0,0,0,2.327115,1,0,0,0,1,0,0,10,0,69,0,0,2432,0
0,1,0,1,0,0,0,0,2.525349,1,0,0,0,1,0,0,10,0,75,0,0,2449,0
0,1,0,1,0,0,0,0,2.525349,1,0,0,0,1,0,0,10,0,75,0,0,2466,0
0,1,0,1,0,0,0,0,2.691836,1,0,0,0,1,0,0,10,0,80,0,0,2488,0
0,1,0,1,0,0,0,0,3.121491,1,0,0,0,1,0,0,10,0,93,0,0,2512,0
0,1,0,1,0,0,0,0,3.121491,1,0,0,0,1,0,0,10,0,93,0,0,2528,0
0,1,0,1,0,0,0,0,3.121491,1,0,0,0,1,0,0,10,0,93,0,0,2547,0
0,1,0,1,0,0,0,0,3.121491,1,0,0,0,1,0,0,10,0,93,0,0,2558,0
0,1,0,1,0,0,0,0,3.244906,1,0,0,0,1,0,0,10,0,97,0,0,2574,0
0,1,0,1,0,0,0,0,3.369733,1,0,0,0,1,0,0,10,0,101,0,0,2591,0
0,1,0,1,0,0,0,0,3.369733,1,0,0,0,1,0,0,10,0,101,0,0,2606,0
0,1,0,1,0,0,0,0,3.478464,1,0,0,0,1,0,0,10,0,104,0,0,2621,0
0,1,0,1,0,0,0,0,3.478464,1,0,0,0,1,0,0,10,0,104,0,0,2637,0
0,1,0,1,0,0,0,0,3.588615,1,0,0,0,1,0,0,10,0,107,0,0,2652,0
0,1,0,1,0,0,0,0,3.588615,1,0,0,0,1,0,0,10,0,107,0,0,2668,0
0,1,0,1,0,0,0,0,3.588615,1,0,0,0,1,0,0,10,0,107,0,0,2682,0
0,1,0,1,0,0,0,0,3.588615,1,0,0,0,1,0,0,10,0,107,0,0,2699,0
0,1,0,1,0,0,0,0,3.588615,1,0,0,0,1,0,0,10,0,107,0,0,2716,0
0,1,0,1,0,0,0,0,3.68713,1,0,0,0,1,0,0,10,0,110,0,0,2729,0
0,1,0,1,0,0,0,0,3.68713,1,0,0,0,1,0,0,10,0,110,0,0,2744,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,2761,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,2776,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,2801,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,2827,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,2838,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,2856,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,2870,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,2886,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,2903,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,2917,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,2933,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,2948,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,2963,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,2980,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,2994,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3011,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3026,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3042,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3057,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3072,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3089,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3103,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3118,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3136,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3152,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3170,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3182,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3206,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3255,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3280,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3291,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3314,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3336,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3351,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3367,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3383,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3398,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3413,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3431,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3445,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3461,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3477,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3492,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3507,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3523,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3539,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3554,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3569,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3585,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3601,0
0,1,0,1,0,0,0,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3616,0
0,1,0,1,0,0,0.000001,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3632,0
0,1,0,1,0,0,0.000002,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3648,0
0,1,0,1,0,0,0.000002,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3664,0
0,1,0,1,0,0,0.000006,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3680,0
0,1,0,1,0,0,0.000016,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3695,0
0,1,0,1,0,0,0.000039,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3711,0
0,1,0,1,0,0,0.000089,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3726,0
0,1,0,1,0,0,0.000193,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3742,0
0,1,0,1,0,0,0.000397,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3757,0
0,1,0,1,0,0,0.00078,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3773,0
0,1,0,1,0,0,0.001467,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3789,0
0,1,0,1,0,0,0.002641,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3805,0
0,1,0,1,0,0,0.004562,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3821,0
0,1,0,1,0,0,0.00757,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3837,0
0,1,0,1,0,0,0.012081,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3853,0
0,1,0,1,0,0,0.012081,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3868,0
0,1,0,1,0,0,0.018562,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3884,0
0,1,0,1,0,0,0.027479,0,3.784395,1,0,0,0,1,0,0,10,0,113,0,0,3900,0
0,1,0,1,0,0,0.039222,0,3.784395,1,0,0,0,1,0,0,10,0,113,1,0,3915,0
0,1,0,1,0,0,0.054006,0,3.784395,1,0,0,0,1,0,0,10,0,113,1,0,3930,0
0,1,0,1,0,0,0.071762,0,3.784395,1,0,0,0,1,0,0,10,0,113,2,0,3945,0
0,1,0,1,0,0,0.092048,0,3.784395,1,0,0,0,1,0,0,10,0,113,2,0,3961,0
0,1,0,1,0,0,0.113989,0,3.784395,1,0,0,0,1,0,0,10,0,113,3,0,3976,0
0,1,0,1,0,0,0.136297,0,3.784395,1,0,0,0,1,0,0,10,0,113,4,0,3992,0
0,1,0,1,0,0,0.157362,0,3.784395,1,0,0,0,1,0,0,10,0,113,4,0,4007,0
0,1,0,1,0,0,0.175444,0,3.784395,1,0,0,0,1,0,0,10,0,113,5,0,4023,0
0,1,0,1,0,0,0.188926,0,3.784395,1,0,0,0,1,0,0,10,0,113,5,0,4039,0
0,1,0,1,0,0,0.196606,0,3.784395,1,0,0,0,1,0,0,10,0,113,5,0,4054,0
0,1,0,1,0,0,0.197952,0,3.784395,1,0,0,0,1,0,0,10,0,113,5,0,4071,0
0,1,0,1,0,0,0.197952,0,3.784395,1,0,0,0,1,0,0,10,0,113,5,0,4086,0
0,1,0,1,0,0,0.193274,0,3.784395,1,0,0,0,1,0,0,10,0,113,5,0,4101,0
0,1,0,1,0,0,0.183745,0,3.784395,1,0,0,0,1,0,0,10,0,113,5,0,4117,0
0,1,0,1,0,0,0.171262,0,3.784395,1,0,0,0,1,0,0,10,0,113,5,0,4132,0
0,1,0,1,0,0,0.158144,0,3.784395,1,0,0,0,1,0,0,10,0,113,4,0,4148,0
0,1,0,1,0,0,0.146732,0,3.784395,1,0,0,0,1,0,0,10,0,113,4,0,4164,0
0,1,0,1,0,0,0.138969,0,3.784395,1,0,0,0,1,0,0,10,0,113,4,0,4179,0
0,1,0,1,0,0,0.136057,0,3.784395,1,0,0,0,1,0,0,10,0,113,4,0,4194,0
0,1,0,1,0,0,0.138287,0,3.784395,1,0,0,0,1,0,0,10,0,113,4,0,4210,0
0,1,0,1,0,0,0.145058,0,3.784395,1,0,0,0,1,0,0,10,0,113,4,0,4225,0
0,1,0,1,0,0,0.15512,0,3.784395,1,0,0,0,1,0,0,10,0,113,4,0,4241,0
0,1,0,1,0,0,0.166937,0,3.784395,1,0,0,0,1,0,0,10,0,113,5,0,4256,0
0,1,0,1,0,0,0.179113,0,3.784395,1,0,0,0,1,0,0,10,0,113,5,0,4272,0
0,1,0,1,0,0,0.179113,0,3.784395,1,0,0,0,1,0,0,10,0,113,5,0,4287,0
0,1,0,1,0,0,0.190734,0,3.784395,1,0,0,0,1,0,0,10,0,113,5,0,4303,0
0,1,0,1,0,0,0.201553,0,3.784395,1,0,0,0,1,0,0,10,0,113,6,0,4319,0
